name,rating,tags,Game_ID
Garry's Mod,Overwhelmingly Positive,Sandbox,4000
Garry's Mod,Overwhelmingly Positive,Multiplayer,4000
Garry's Mod,Overwhelmingly Positive,Funny,4000
Garry's Mod,Overwhelmingly Positive,Moddable,4000
Garry's Mod,Overwhelmingly Positive,Building,4000
APB Reloaded,Mixed,Free to Play,113400
APB Reloaded,Mixed,Open World,113400
APB Reloaded,Mixed,Action,113400
APB Reloaded,Mixed,Character Customization,113400
APB Reloaded,Mixed,Multiplayer,113400
Warframe,Very Positive,Free to Play,230410
Warframe,Very Positive,Action,230410
Warframe,Very Positive,Co-op,230410
Warframe,Very Positive,Multiplayer,230410
Warframe,Very Positive,Third-Person Shooter,230410
Gear Up,Mostly Positive,Free to Play,214420
Gear Up,Mostly Positive,Multiplayer,214420
Gear Up,Mostly Positive,Robots,214420
Gear Up,Mostly Positive,Action,214420
Gear Up,Mostly Positive,Shooter,214420
GunZ 2: The Second Duel,Mixed,Free to Play,242720
GunZ 2: The Second Duel,Mixed,Action,242720
GunZ 2: The Second Duel,Mixed,Multiplayer,242720
GunZ 2: The Second Duel,Mixed,Third-Person Shooter,242720
GunZ 2: The Second Duel,Mixed,Hack and Slash,242720
PAYDAY 2,Very Positive,Co-op,218620
PAYDAY 2,Very Positive,Action,218620
PAYDAY 2,Very Positive,FPS,218620
PAYDAY 2,Very Positive,Heist,218620
PAYDAY 2,Very Positive,Online Co-Op,218620
Rust,Very Positive,Survival,252490
Rust,Very Positive,Crafting,252490
Rust,Very Positive,Multiplayer,252490
Rust,Very Positive,Open World,252490
Rust,Very Positive,Building,252490
Rocket League,Very Positive,Multiplayer,252950
Rocket League,Very Positive,Soccer,252950
Rocket League,Very Positive,Competitive,252950
Rocket League,Very Positive,Sports,252950
Rocket League,Very Positive,Racing,252950
Arma 3,Very Positive,Military,107410
Arma 3,Very Positive,Simulation,107410
Arma 3,Very Positive,Multiplayer,107410
Arma 3,Very Positive,Realistic,107410
Arma 3,Very Positive,Open World,107410
Max: The Curse of Brotherhood,Very Positive,Adventure,255390
Max: The Curse of Brotherhood,Very Positive,Platformer,255390
Max: The Curse of Brotherhood,Very Positive,Puzzle,255390
Max: The Curse of Brotherhood,Very Positive,Action,255390
Max: The Curse of Brotherhood,Very Positive,Singleplayer,255390
Sniper Elite: Nazi Zombie Army 2,Very Positive,Zombies,247910
Sniper Elite: Nazi Zombie Army 2,Very Positive,Action,247910
Sniper Elite: Nazi Zombie Army 2,Very Positive,Co-op,247910
Sniper Elite: Nazi Zombie Army 2,Very Positive,Adventure,247910
Sniper Elite: Nazi Zombie Army 2,Very Positive,Third-Person Shooter,247910
Borderlands 2,Very Positive,FPS,49520
Borderlands 2,Very Positive,Co-op,49520
Borderlands 2,Very Positive,Loot,49520
Borderlands 2,Very Positive,RPG,49520
Borderlands 2,Very Positive,Action,49520
FINAL FANTASY XIV Online,Very Positive,MMORPG,39210
FINAL FANTASY XIV Online,Very Positive,Massively Multiplayer,39210
FINAL FANTASY XIV Online,Very Positive,RPG,39210
FINAL FANTASY XIV Online,Very Positive,Fantasy,39210
FINAL FANTASY XIV Online,Very Positive,Great Soundtrack,39210
Grand Theft Auto V,Very Positive,Open World,271590
Grand Theft Auto V,Very Positive,Action,271590
Grand Theft Auto V,Very Positive,Multiplayer,271590
Grand Theft Auto V,Very Positive,Third Person,271590
Grand Theft Auto V,Very Positive,First-Person,271590
Robot Roller-Derby Disco Dodgeball,Very Positive,Multiplayer,270450
Robot Roller-Derby Disco Dodgeball,Very Positive,Fast-Paced,270450
Robot Roller-Derby Disco Dodgeball,Very Positive,FPS,270450
Robot Roller-Derby Disco Dodgeball,Very Positive,Great Soundtrack,270450
Robot Roller-Derby Disco Dodgeball,Very Positive,Indie,270450
Gang Beasts,Mostly Positive,Funny,285900
Gang Beasts,Mostly Positive,Multiplayer,285900
Gang Beasts,Mostly Positive,Fighting,285900
Gang Beasts,Mostly Positive,Local Multiplayer,285900
Gang Beasts,Mostly Positive,Comedy,285900
Galcon 2,Very Positive,Free to Play,294160
Galcon 2,Very Positive,Strategy,294160
Galcon 2,Very Positive,Indie,294160
Galcon 2,Very Positive,Multiplayer,294160
Galcon 2,Very Positive,Co-op,294160
ibb & obb,Very Positive,Co-op,95400
ibb & obb,Very Positive,Puzzle,95400
ibb & obb,Very Positive,Local Co-Op,95400
ibb & obb,Very Positive,Online Co-Op,95400
ibb & obb,Very Positive,Platformer,95400
Mount Your Friends,Very Positive,Funny,296470
Mount Your Friends,Very Positive,Comedy,296470
Mount Your Friends,Very Positive,Multiplayer,296470
Mount Your Friends,Very Positive,Physics,296470
Mount Your Friends,Very Positive,Sports,296470
Pure Pool,Mixed,Simulation,300610
Pure Pool,Mixed,Sports,300610
Pure Pool,Mixed,Pool,300610
Pure Pool,Mixed,Casual,300610
Pure Pool,Mixed,Multiplayer,300610
Heroes & Generals,Mostly Positive,Free to Play,227940
Heroes & Generals,Mostly Positive,World War II,227940
Heroes & Generals,Mostly Positive,FPS,227940
Heroes & Generals,Mostly Positive,Multiplayer,227940
Heroes & Generals,Mostly Positive,War,227940
Dying Light,Very Positive,Zombies,239140
Dying Light,Very Positive,Survival,239140
Dying Light,Very Positive,Open World,239140
Dying Light,Very Positive,Parkour,239140
Dying Light,Very Positive,Co-op,239140
ShellShock Live,Very Positive,Early Access,326460
ShellShock Live,Very Positive,Tanks,326460
ShellShock Live,Very Positive,Multiplayer,326460
ShellShock Live,Very Positive,2D,326460
ShellShock Live,Very Positive,Strategy,326460
Town of Salem,Very Positive,Multiplayer,334230
Town of Salem,Very Positive,Strategy,334230
Town of Salem,Very Positive,Mystery,334230
Town of Salem,Very Positive,Indie,334230
Town of Salem,Very Positive,RPG,334230
Reign Of Kings,Mixed,Survival,344760
Reign Of Kings,Mixed,Open World,344760
Reign Of Kings,Mixed,Medieval,344760
Reign Of Kings,Mixed,Multiplayer,344760
Reign Of Kings,Mixed,Crafting,344760
Besiege,Very Positive,Early Access,346010
Besiege,Very Positive,Building,346010
Besiege,Very Positive,Sandbox,346010
Besiege,Very Positive,Physics,346010
Besiege,Very Positive,Destruction,346010
ARK: Survival Evolved,Very Positive,Survival,346110
ARK: Survival Evolved,Very Positive,Open World,346110
ARK: Survival Evolved,Very Positive,Dinosaurs,346110
ARK: Survival Evolved,Very Positive,Multiplayer,346110
ARK: Survival Evolved,Very Positive,Crafting,346110
ARK: Survival Of The Fittest,Mostly Positive,Free to Play,407530
ARK: Survival Of The Fittest,Mostly Positive,Survival,407530
ARK: Survival Of The Fittest,Mostly Positive,Dinosaurs,407530
ARK: Survival Of The Fittest,Mostly Positive,Multiplayer,407530
ARK: Survival Of The Fittest,Mostly Positive,Open World,407530
Shift Happens,Very Positive,Co-op,359840
Shift Happens,Very Positive,Local Co-Op,359840
Shift Happens,Very Positive,Online Co-Op,359840
Shift Happens,Very Positive,Puzzle-Platformer,359840
Shift Happens,Very Positive,Local Multiplayer,359840
Obliteracers,Mixed,Racing,368740
Obliteracers,Mixed,Indie,368740
Obliteracers,Mixed,Local Multiplayer,368740
Obliteracers,Mixed,Multiplayer,368740
Obliteracers,Mixed,Action,368740
Ultimate Chicken Horse,Overwhelmingly Positive,Multiplayer,386940
Ultimate Chicken Horse,Overwhelmingly Positive,Funny,386940
Ultimate Chicken Horse,Overwhelmingly Positive,Local Multiplayer,386940
Ultimate Chicken Horse,Overwhelmingly Positive,Platformer,386940
Ultimate Chicken Horse,Overwhelmingly Positive,Level Editor,386940
Scrap Mechanic,Overwhelmingly Positive,Early Access,387990
Scrap Mechanic,Overwhelmingly Positive,Building,387990
Scrap Mechanic,Overwhelmingly Positive,Sandbox,387990
Scrap Mechanic,Overwhelmingly Positive,Multiplayer,387990
Scrap Mechanic,Overwhelmingly Positive,Open World,387990
TEKKEN 7,Very Positive,Fighting,389730
TEKKEN 7,Very Positive,Multiplayer,389730
TEKKEN 7,Very Positive,Action,389730
TEKKEN 7,Very Positive,Competitive,389730
TEKKEN 7,Very Positive,Arcade,389730
Call of Duty: Black Ops III,Very Positive,Multiplayer,311210
Call of Duty: Black Ops III,Very Positive,FPS,311210
Call of Duty: Black Ops III,Very Positive,Zombies,311210
Call of Duty: Black Ops III,Very Positive,Shooter,311210
Call of Duty: Black Ops III,Very Positive,Action,311210
Forts,Very Positive,Strategy,410900
Forts,Very Positive,Base Building,410900
Forts,Very Positive,Action,410900
Forts,Very Positive,Multiplayer,410900
Forts,Very Positive,RTS,410900
Batman™: Arkham Knight,Very Positive,Batman,208650
Batman™: Arkham Knight,Very Positive,Action,208650
Batman™: Arkham Knight,Very Positive,Open World,208650
Batman™: Arkham Knight,Very Positive,Superhero,208650
Batman™: Arkham Knight,Very Positive,Stealth,208650
Tom Clancy's Rainbow Six Siege,Very Positive,FPS,359550
Tom Clancy's Rainbow Six Siege,Very Positive,Multiplayer,359550
Tom Clancy's Rainbow Six Siege,Very Positive,Tactical,359550
Tom Clancy's Rainbow Six Siege,Very Positive,Shooter,359550
Tom Clancy's Rainbow Six Siege,Very Positive,Team-Based,359550
Wallpaper Engine,Overwhelmingly Positive,Utilities,431960
Wallpaper Engine,Overwhelmingly Positive,Software,431960
Wallpaper Engine,Overwhelmingly Positive,Design & Illustration,431960
Wallpaper Engine,Overwhelmingly Positive,Sexual Content,431960
Wallpaper Engine,Overwhelmingly Positive,Animation & Modeling,431960
Albert and Otto: The Adventure Begins,Mixed,Indie,368590
Albert and Otto: The Adventure Begins,Mixed,Puzzle,368590
Albert and Otto: The Adventure Begins,Mixed,Platformer,368590
Albert and Otto: The Adventure Begins,Mixed,Dark,368590
Albert and Otto: The Adventure Begins,Mixed,Singleplayer,368590
SNOW,Mixed,Sports,244930
SNOW,Mixed,Free to Play,244930
SNOW,Mixed,Multiplayer,244930
SNOW,Mixed,Open World,244930
SNOW,Mixed,Simulation,244930
The Culling,Mixed,Survival,437220
The Culling,Mixed,Multiplayer,437220
The Culling,Mixed,Action,437220
The Culling,Mixed,Battle Royale,437220
The Culling,Mixed,First-Person,437220
Paladins,Very Positive,Free to Play,444090
Paladins,Very Positive,Multiplayer,444090
Paladins,Very Positive,FPS,444090
Paladins,Very Positive,Shooter,444090
Paladins,Very Positive,Team-Based,444090
Poly Bridge,Very Positive,Building,367450
Poly Bridge,Very Positive,Simulation,367450
Poly Bridge,Very Positive,Physics,367450
Poly Bridge,Very Positive,Puzzle,367450
Poly Bridge,Very Positive,Singleplayer,367450
Dead by Daylight,Very Positive,Horror,381210
Dead by Daylight,Very Positive,Survival Horror,381210
Dead by Daylight,Very Positive,Multiplayer,381210
Dead by Daylight,Very Positive,Co-op,381210
Dead by Daylight,Very Positive,Survival,381210
UNO,Mostly Positive,Card Game,470220
UNO,Mostly Positive,Multiplayer,470220
UNO,Mostly Positive,Casual,470220
UNO,Mostly Positive,Board Game,470220
UNO,Mostly Positive,Family Friendly,470220
Ball 3D: Racing Soccer & Sports Games,Mostly Positive,Free to Play,485610
Ball 3D: Racing Soccer & Sports Games,Mostly Positive,Sports,485610
Ball 3D: Racing Soccer & Sports Games,Mostly Positive,Soccer,485610
Ball 3D: Racing Soccer & Sports Games,Mostly Positive,Multiplayer,485610
Ball 3D: Racing Soccer & Sports Games,Mostly Positive,Football,485610
HardCube,Very Positive,Indie,493730
HardCube,Very Positive,Casual,493730
HardCube,Very Positive,Adventure,493730
HardCube,Very Positive,Atmospheric,493730
HardCube,Very Positive,Great Soundtrack,493730
Evolve Stage 2,Mostly Positive,Action,273350
Evolve Stage 2,Mostly Positive,Multiplayer,273350
Evolve Stage 2,Mostly Positive,Co-op,273350
Evolve Stage 2,Mostly Positive,FPS,273350
Evolve Stage 2,Mostly Positive,Online Co-Op,273350
"Guns, Gore and Cannoli 2",Very Positive,Action,525510
"Guns, Gore and Cannoli 2",Very Positive,Side Scroller,525510
"Guns, Gore and Cannoli 2",Very Positive,Co-op,525510
"Guns, Gore and Cannoli 2",Very Positive,Multiplayer,525510
"Guns, Gore and Cannoli 2",Very Positive,Zombies,525510
Argo,Mixed,Free to Play,530700
Argo,Mixed,Shooter,530700
Argo,Mixed,Multiplayer,530700
Argo,Mixed,FPS,530700
Argo,Mixed,Action,530700
Genital Jousting,Very Positive,Sexual Content,469820
Genital Jousting,Very Positive,Nudity,469820
Genital Jousting,Very Positive,Comedy,469820
Genital Jousting,Very Positive,Multiplayer,469820
Genital Jousting,Very Positive,NSFW,469820
Black Squad,Mostly Positive,Free to Play,550650
Black Squad,Mostly Positive,FPS,550650
Black Squad,Mostly Positive,Shooter,550650
Black Squad,Mostly Positive,Multiplayer,550650
Black Squad,Mostly Positive,Action,550650
World of Tanks Blitz,Very Positive,Tanks,444200
World of Tanks Blitz,Very Positive,Free to Play,444200
World of Tanks Blitz,Very Positive,Multiplayer,444200
World of Tanks Blitz,Very Positive,Action,444200
World of Tanks Blitz,Very Positive,World War II,444200
PLAYERUNKNOWN'S BATTLEGROUNDS,Mixed,Survival,578080
PLAYERUNKNOWN'S BATTLEGROUNDS,Mixed,Shooter,578080
PLAYERUNKNOWN'S BATTLEGROUNDS,Mixed,Multiplayer,578080
PLAYERUNKNOWN'S BATTLEGROUNDS,Mixed,Battle Royale,578080
PLAYERUNKNOWN'S BATTLEGROUNDS,Mixed,FPS,578080
Live Wallpaper Master,Mixed,Design & Illustration,597840
Live Wallpaper Master,Mixed,Utilities,597840
Live Wallpaper Master,Mixed,Photo Editing,597840
Live Wallpaper Master,Mixed,Animation & Modeling,597840
Fences,Mostly Positive,Utilities,607380
Fences,Mostly Positive,Software,607380
Fences,Mostly Positive,Design & Illustration,607380
Fences,Mostly Positive,Education,607380
Fences,Mostly Positive,Photo Editing,607380
House Flipper,Very Positive,Simulation,613100
House Flipper,Very Positive,Building,613100
House Flipper,Very Positive,Singleplayer,613100
House Flipper,Very Positive,Realistic,613100
House Flipper,Very Positive,Design & Illustration,613100
Start10,Mixed,Utilities,620050
Start10,Mixed,Software,620050
Portal Knights,Very Positive,Adventure,374040
Portal Knights,Very Positive,Sandbox,374040
Portal Knights,Very Positive,Multiplayer,374040
Portal Knights,Very Positive,Building,374040
Portal Knights,Very Positive,RPG,374040
Stick Fight: The Game,Overwhelmingly Positive,Multiplayer,674940
Stick Fight: The Game,Overwhelmingly Positive,Funny,674940
Stick Fight: The Game,Overwhelmingly Positive,Fighting,674940
Stick Fight: The Game,Overwhelmingly Positive,Action,674940
Stick Fight: The Game,Overwhelmingly Positive,2D Fighter,674940
Getting Over It with Bennett Foddy,Very Positive,Difficult,240720
Getting Over It with Bennett Foddy,Very Positive,Psychological Horror,240720
Getting Over It with Bennett Foddy,Very Positive,Physics,240720
Getting Over It with Bennett Foddy,Very Positive,Singleplayer,240720
Getting Over It with Bennett Foddy,Very Positive,Funny,240720
Slap City,Very Positive,Early Access,725480
Slap City,Very Positive,Fighting,725480
Slap City,Very Positive,Indie,725480
Slap City,Very Positive,Action,725480
Slap City,Very Positive,Early Access,725480
NBA 2K Playgrounds 2,Mixed,Sports,726590
NBA 2K Playgrounds 2,Mixed,Basketball,726590
NBA 2K Playgrounds 2,Mixed,Arcade,726590
NBA 2K Playgrounds 2,Mixed,Multiplayer,726590
DRAGON BALL FighterZ,Very Positive,Fighting,678950
DRAGON BALL FighterZ,Very Positive,Anime,678950
DRAGON BALL FighterZ,Very Positive,2D Fighter,678950
DRAGON BALL FighterZ,Very Positive,Multiplayer,678950
DRAGON BALL FighterZ,Very Positive,Action,678950
Crash Bandicoot™ N. Sane Trilogy,Very Positive,3D Platformer,731490
Crash Bandicoot™ N. Sane Trilogy,Very Positive,Remake,731490
Crash Bandicoot™ N. Sane Trilogy,Very Positive,Classic,731490
Crash Bandicoot™ N. Sane Trilogy,Very Positive,Platformer,731490
Crash Bandicoot™ N. Sane Trilogy,Very Positive,Singleplayer,731490
Deceit,Very Positive,Multiplayer,466240
Deceit,Very Positive,Horror,466240
Deceit,Very Positive,Free to Play,466240
Deceit,Very Positive,Co-op,466240
Deceit,Very Positive,Survival Horror,466240
Ring of Elysium,Very Positive,Free to Play,755790
Ring of Elysium,Very Positive,Battle Royale,755790
Ring of Elysium,Very Positive,Shooter,755790
Ring of Elysium,Very Positive,Multiplayer,755790
Ring of Elysium,Very Positive,Survival,755790
SEGA Mega Drive & Genesis Classics,Mostly Positive,Classic,34270
SEGA Mega Drive & Genesis Classics,Mostly Positive,Retro,34270
SEGA Mega Drive & Genesis Classics,Mostly Positive,Action,34270
SEGA Mega Drive & Genesis Classics,Mostly Positive,Adventure,34270
SEGA Mega Drive & Genesis Classics,Mostly Positive,RPG,34270
Viking: Battle for Asgard,Mixed,Action,211160
Viking: Battle for Asgard,Mixed,Adventure,211160
Viking: Battle for Asgard,Mixed,Hack and Slash,211160
Viking: Battle for Asgard,Mixed,Singleplayer,211160
Viking: Battle for Asgard,Mixed,Third Person,211160
Binary Domain,Very Positive,Action,203750
Binary Domain,Very Positive,Third-Person Shooter,203750
Binary Domain,Very Positive,Sci-fi,203750
Binary Domain,Very Positive,Cyberpunk,203750
Binary Domain,Very Positive,Robots,203750
Company of Heroes - Legacy Edition,Very Positive,Strategy,4560
Company of Heroes - Legacy Edition,Very Positive,World War II,4560
Company of Heroes - Legacy Edition,Very Positive,RTS,4560
Company of Heroes - Legacy Edition,Very Positive,Multiplayer,4560
Company of Heroes - Legacy Edition,Very Positive,Military,4560
Company of Heroes ,Very Positive,Strategy,228200
Company of Heroes ,Very Positive,World War II,228200
Company of Heroes ,Very Positive,RTS,228200
Company of Heroes ,Very Positive,Action,228200
Company of Heroes ,Very Positive,War,228200
Renegade Ops,Very Positive,Action,99300
Renegade Ops,Very Positive,Twin Stick Shooter,99300
Renegade Ops,Very Positive,Arcade,99300
Renegade Ops,Very Positive,Top-Down,99300
Renegade Ops,Very Positive,Local Co-Op,99300
Alpha Protocol,Mixed,RPG,34010
Alpha Protocol,Mixed,Stealth,34010
Alpha Protocol,Mixed,Action,34010
Alpha Protocol,Mixed,Choices Matter,34010
Alpha Protocol,Mixed,Multiple Endings,34010
Realm Royale,Very Positive,Early Access,813820
Realm Royale,Very Positive,Battle Royale,813820
Realm Royale,Very Positive,Free to Play,813820
Realm Royale,Very Positive,Multiplayer,813820
Realm Royale,Very Positive,Shooter,813820
Word Typing Game,Mixed,Indie,820320
Word Typing Game,Mixed,Casual,820320
Word Typing Game,Mixed,Adventure,820320
Word Typing Game,Mixed,Action,820320
Word Typing Game,Mixed,Strategy,820320
Sword Art Online: Lost Song,Very Positive,RPG,840720
Sword Art Online: Lost Song,Very Positive,Anime,840720
Sword Art Online: Lost Song,Very Positive,JRPG,840720
Sword Art Online: Lost Song,Very Positive,Multiplayer,840720
Sword Art Online: Lost Song,Very Positive,MMORPG,840720
Counter-Strike: Global Offensive,Very Positive,FPS,730
Counter-Strike: Global Offensive,Very Positive,Shooter,730
Counter-Strike: Global Offensive,Very Positive,Multiplayer,730
Counter-Strike: Global Offensive,Very Positive,Competitive,730
Counter-Strike: Global Offensive,Very Positive,Action,730
JUMP FORCE,Mixed,Anime,816020
JUMP FORCE,Mixed,Fighting,816020
JUMP FORCE,Mixed,Action,816020
JUMP FORCE,Mixed,Multiplayer,816020
JUMP FORCE,Mixed,Character Customization,816020
Juice FX,Positive,Design & Illustration,1046770
Juice FX,Positive,Utilities,1046770
Juice FX,Positive,Animation & Modeling,1046770
Juice FX,Positive,Game Development,1046770
Destiny 2,Very Positive,FPS,1085660
Destiny 2,Very Positive,Multiplayer,1085660
Destiny 2,Very Positive,Online Co-Op,1085660
Destiny 2,Very Positive,Loot,1085660
Destiny 2,Very Positive,Sci-fi,1085660
Team Fortress 2,Overwhelmingly Positive,Free to Play,440
Team Fortress 2,Overwhelmingly Positive,Multiplayer,440
Team Fortress 2,Overwhelmingly Positive,FPS,440
Team Fortress 2,Overwhelmingly Positive,Shooter,440
Team Fortress 2,Overwhelmingly Positive,Action,440
Grand Theft Auto: San Andreas,Very Positive,Open World,12120
Grand Theft Auto: San Andreas,Very Positive,Action,12120
Grand Theft Auto: San Andreas,Very Positive,Crime,12120
Grand Theft Auto: San Andreas,Very Positive,Classic,12120
Grand Theft Auto: San Andreas,Very Positive,Third Person,12120
BEEP,Very Positive,Indie,104200
BEEP,Very Positive,Platformer,104200
BEEP,Very Positive,Adventure,104200
BEEP,Very Positive,2D,104200
BEEP,Very Positive,Singleplayer,104200
Glowfish,Positive,Casual,60350
Glowfish,Positive,Adventure,60350
Glowfish,Positive,Indie,60350
Glowfish,Positive,Underwater,60350
Age of Empires® III: Complete Collection,Very Positive,Strategy,105450
Age of Empires® III: Complete Collection,Very Positive,RTS,105450
Age of Empires® III: Complete Collection,Very Positive,Base Building,105450
Age of Empires® III: Complete Collection,Very Positive,Historical,105450
Age of Empires® III: Complete Collection,Very Positive,Multiplayer,105450
Luxor Evolved,Very Positive,Casual,205830
Luxor Evolved,Very Positive,Action,205830
Luxor Evolved,Very Positive,Indie,205830
Luxor Evolved,Very Positive,Match 3,205830
Luxor Evolved,Very Positive,Arcade,205830
Midnight Mysteries 4: Haunted Houdini,Positive,Adventure,208640
Midnight Mysteries 4: Haunted Houdini,Positive,Casual,208640
Midnight Mysteries 4: Haunted Houdini,Positive,Hidden Object,208640
Midnight Mysteries 4: Haunted Houdini,Positive,Puzzle,208640
Luxor Amun Rising HD,7 user reviews,Casual,216930
Luxor Amun Rising HD,7 user reviews,Match 3,216930
Luxor Amun Rising HD,7 user reviews,Puzzle,216930
Midnight Mysteries 3: Devil on the Mississippi,Positive,Adventure,208630
Midnight Mysteries 3: Devil on the Mississippi,Positive,Casual,208630
Midnight Mysteries 3: Devil on the Mississippi,Positive,Hidden Object,208630
Midnight Mysteries 3: Devil on the Mississippi,Positive,Point & Click,208630
Midnight Mysteries 3: Devil on the Mississippi,Positive,Puzzle,208630
Midnight Mysteries: Salem Witch Trials,Mostly Positive,Adventure,208620
Midnight Mysteries: Salem Witch Trials,Mostly Positive,Casual,208620
Midnight Mysteries: Salem Witch Trials,Mostly Positive,Hidden Object,208620
Midnight Mysteries: Salem Witch Trials,Mostly Positive,Puzzle,208620
7 Wonders: Ancient Alien Makeover,Positive,Casual,223000
7 Wonders: Ancient Alien Makeover,Positive,Match 3,223000
7 Wonders: Ancient Alien Makeover,Positive,Strategy,223000
7 Wonders: Ancient Alien Makeover,Positive,Puzzle,223000
7 Wonders: Ancient Alien Makeover,Positive,Singleplayer,223000
LEGO® The Lord of the Rings™,Very Positive,LEGO,214510
LEGO® The Lord of the Rings™,Very Positive,Adventure,214510
LEGO® The Lord of the Rings™,Very Positive,Local Co-Op,214510
LEGO® The Lord of the Rings™,Very Positive,Action,214510
LEGO® The Lord of the Rings™,Very Positive,Comedy,214510
Euro Truck Simulator 2,Overwhelmingly Positive,Simulation,227300
Euro Truck Simulator 2,Overwhelmingly Positive,Driving,227300
Euro Truck Simulator 2,Overwhelmingly Positive,Open World,227300
Euro Truck Simulator 2,Overwhelmingly Positive,Realistic,227300
Euro Truck Simulator 2,Overwhelmingly Positive,Relaxing,227300
Angelica Weaver: Catch Me When You Can - Collector’s Edition,Mostly Positive,Casual,218700
Angelica Weaver: Catch Me When You Can - Collector’s Edition,Mostly Positive,Adventure,218700
Angelica Weaver: Catch Me When You Can - Collector’s Edition,Mostly Positive,Hidden Object,218700
Angelica Weaver: Catch Me When You Can - Collector’s Edition,Mostly Positive,Point & Click,218700
Angelica Weaver: Catch Me When You Can - Collector’s Edition,Mostly Positive,Female Protagonist,218700
7 Wonders II,Positive,Casual,15900
7 Wonders II,Positive,Puzzle,15900
7 Wonders II,Positive,Match 3,15900
7 Wonders II,Positive,Singleplayer,15900
Luxor 3,Positive,Casual,15930
Luxor 3,Positive,Match 3,15930
Luxor 3,Positive,Puzzle,15930
Little Farm,Mostly Positive,Casual,15960
Little Farm,Mostly Positive,Agriculture,15960
Little Farm,Mostly Positive,Puzzle,15960
Little Farm,Mostly Positive,Singleplayer,15960
Discovery! A Seek & Find Adventure,8 user reviews,Casual,16000
Discovery! A Seek & Find Adventure,8 user reviews,Hidden Object,16000
Samantha Swift and the Hidden Roses of Athena,Mixed,Casual,16020
Samantha Swift and the Hidden Roses of Athena,Mixed,Hidden Object,16020
Samantha Swift and the Hidden Roses of Athena,Mixed,Adventure,16020
Samantha Swift and the Hidden Roses of Athena,Mixed,Female Protagonist,16020
Samantha Swift and the Hidden Roses of Athena,Mixed,Point & Click,16020
7 Wonders: The Treasures of Seven,Positive,Casual,16030
7 Wonders: The Treasures of Seven,Positive,Match 3,16030
7 Wonders: The Treasures of Seven,Positive,Puzzle,16030
Luxor: Quest for the Afterlife,Mixed,Casual,16040
Luxor: Quest for the Afterlife,Mixed,Match 3,16040
Luxor: Quest for the Afterlife,Mixed,Puzzle,16040
Luxor Mahjong,Positive,Casual,32110
Luxor Mahjong,Positive,Puzzle,32110
Luxor Mahjong,Positive,Singleplayer,32110
Chainz 2: Relinked,Mixed,Casual,32120
Chainz 2: Relinked,Mixed,Puzzle,32120
Chainz 2: Relinked,Mixed,Match 3,32120
Midnight Mysteries: The Edgar Allan Poe Conspiracy,Mostly Positive,Adventure,32140
Midnight Mysteries: The Edgar Allan Poe Conspiracy,Mostly Positive,Casual,32140
Midnight Mysteries: The Edgar Allan Poe Conspiracy,Mostly Positive,Hidden Object,32140
Midnight Mysteries: The Edgar Allan Poe Conspiracy,Mostly Positive,Puzzle,32140
Midnight Mysteries: The Edgar Allan Poe Conspiracy,Mostly Positive,Point & Click,32140
LUXOR: 5th Passage ,Mostly Positive,Casual,60340
LUXOR: 5th Passage ,Mostly Positive,Action,60340
LUXOR: 5th Passage ,Mostly Positive,Adventure,60340
LUXOR: 5th Passage ,Mostly Positive,Match 3,60340
Luxor 2 HD,Mostly Positive,Casual,234350
Luxor 2 HD,Mostly Positive,Match 3,234350
Europa Universalis IV,Very Positive,Grand Strategy,236850
Europa Universalis IV,Very Positive,Strategy,236850
Europa Universalis IV,Very Positive,Historical,236850
Europa Universalis IV,Very Positive,Simulation,236850
Europa Universalis IV,Very Positive,Real-Time with Pause,236850
Age of Mythology: Extended Edition,Overwhelmingly Positive,Strategy,266840
Age of Mythology: Extended Edition,Overwhelmingly Positive,Mythology,266840
Age of Mythology: Extended Edition,Overwhelmingly Positive,Masterpiece,266840
Age of Mythology: Extended Edition,Overwhelmingly Positive,RTS,266840
Age of Mythology: Extended Edition,Overwhelmingly Positive,Classic,266840
American Truck Simulator,Overwhelmingly Positive,Simulation,270880
American Truck Simulator,Overwhelmingly Positive,Driving,270880
American Truck Simulator,Overwhelmingly Positive,Open World,270880
American Truck Simulator,Overwhelmingly Positive,America,270880
American Truck Simulator,Overwhelmingly Positive,Realistic,270880
7 Wonders of the Ancient World,Mostly Positive,Casual,275810
7 Wonders of the Ancient World,Mostly Positive,Strategy,275810
7 Wonders of the Ancient World,Mostly Positive,Puzzle,275810
7 Wonders of the Ancient World,Mostly Positive,Match 3,275810
7 Wonders of the Ancient World,Mostly Positive,Singleplayer,275810
7 Wonders: Magical Mystery Tour,Positive,Casual,275830
7 Wonders: Magical Mystery Tour,Positive,Strategy,275830
7 Wonders: Magical Mystery Tour,Positive,Match 3,275830
7 Wonders: Magical Mystery Tour,Positive,Puzzle,275830
Gardens Inc. – From Rakes to Riches,Positive,Casual,279420
Gardens Inc. – From Rakes to Riches,Positive,Time Management,279420
Gardens Inc. – From Rakes to Riches,Positive,Simulation,279420
Gardens Inc. – From Rakes to Riches,Positive,Strategy,279420
Gardens Inc. – From Rakes to Riches,Positive,Agriculture,279420
LEGO® The Hobbit™,Mostly Positive,LEGO,285160
LEGO® The Hobbit™,Mostly Positive,Adventure,285160
LEGO® The Hobbit™,Mostly Positive,Action,285160
